,popsize,ep_eta,ip_eta,ep_delta,ip_delta,sp_ge,sp_gi,desired_frequency,fitness,iterations,execution_time,init_re,init_ve,init_ri,init_vi,strategy
0,10,15.338721762126449,29.625638290788853,0.5865299220253638,0.5234365743912173,2.611382112002161,2.060639841654732,6,0.0,15,122.83461904525755,2.0339546,-79.12634,21.048687,-78.56765,best1bin
1,10,7.189080724743433,7.248298024422006,0.2133493753227491,0.6392987245868373,2.8412538197415387,1.7116177431438775,6,0.0,15,124.84385514259338,8.037958,-82.79217,1.3185884,-77.866745,best1bin
2,10,12.581257895463546,15.73729858045671,0.3200684523464032,0.9308081452363948,13.856175116347902,7.084780340217071,6,0.0,15,125.13742017745972,1.1893266,-79.69261,23.690207,-78.78227,best1bin
3,10,13.020499163375948,22.33805816611153,0.6190596991117966,0.875079903713616,9.583536312644918,4.19599243477691,6,0.0,15,124.90155911445618,10.096951,-83.404854,5.5948334,-83.61642,best1bin
4,10,16.570836278265848,42.46930229400534,0.3681283005274988,0.7462227913338504,3.5834628721038877,1.3760623285504412,6,0.0,15,124.127338886261,15.156326,-79.50593,3.2811496,-83.28781,best1bin
5,10,9.427219348973292,5.03284194974524,0.3213049016659198,0.607611781466789,5.334558966260505,26.873194064008832,10,0.0,10,85.64897108078003,23.662476,-79.57523,24.780876,-78.797646,best1bin
6,10,9.532664269429972,2.514758611453807,0.7699205102210472,0.5505212788361781,4.320832021996198,4.091003929244671,10,0.25,10,86.24087715148926,11.372601,-80.85299,22.51827,-83.66152,best1bin
7,10,8.73535759039421,6.244175835331831,0.8263034426305835,0.6088662973348098,14.999007562196809,9.936759746242632,10,0.0,10,85.19479703903198,0.27878177,-79.69065,13.021402,-76.86112,best1bin
8,10,15.533352014641416,13.010657938264949,0.2006285959364684,0.5204834650336447,8.69632753110938,15.261434772516036,10,0.25,10,322.3869249820709,12.974423,-84.63974,5.331391,-79.04919,best1bin
9,10,15.568720977017806,9.75330748545477,0.1251322931212969,0.9878574239729124,12.633407359475584,27.542124999935275,10,0.0,10,84.65097188949585,19.661066,-84.1654,7.650629,-82.968864,best1bin
10,10,18.67920388124065,10.063932110736168,0.3529004410781702,0.4979107092647297,9.44743272964044,28.978090463430963,20,0.25,10,85.52899813652039,19.907192,-82.134094,4.1438622,-76.14257,best1bin
11,10,17.213759653969422,5.206328865113498,0.6236214017263663,0.6627700746348792,5.431542358310078,10.108097353426086,20,0.0,10,86.7521550655365,22.16016,-82.92486,19.929731,-81.89327,best1bin
12,10,15.129753851822125,6.447584859119765,0.4937271328572872,0.6442192576368315,4.302085048753273,22.61752097202321,20,0.0,10,85.42792987823486,7.63201,-84.058304,22.704988,-76.742035,best1bin
13,10,17.95164891480909,9.95869901121604,0.2844014210444153,0.6778770851466018,3.069632176365891,15.110001135014803,20,0.0,10,207.7549660205841,2.8918066,-81.876434,5.7597065,-82.17183,best1bin
14,10,18.74628249249512,7.930350298512771,0.1443616629163725,0.8743181952489626,5.884256048180913,29.539806168998513,20,0.0,10,85.24160599708557,6.887069,-82.23654,13.728321,-79.271324,best1bin
15,10,7.043526181459561,7.605671119377163,0.3167047164747178,0.1340431037930319,10.622502339804612,22.10302599479192,60,0.0,10,228.4565863609314,18.671377,-80.559845,11.491239,-77.723,best1bin
16,10,8.652110608877846,12.432416010794022,0.2629671556805255,0.1172445182474364,3.086827446924368,29.17063727381369,60,4.0,10,84.23447608947754,13.607541,-80.733696,22.803705,-79.62906,best1bin
17,10,16.48650866540917,4.035432919832083,0.9040981663505538,0.2302948503857569,3.824094335820963,26.14573566776781,60,0.0,10,85.5458152294159,23.84065,-82.56306,6.801574,-75.4101,best1bin
18,10,9.695947808857634,11.000335029935355,0.4194756915907666,0.1482686656127053,3.014016895862871,28.394966256317403,60,0.0,10,86.19644117355347,6.5658965,-79.19684,6.235107,-84.45017,best1bin
19,10,5.536481488605995,1.9232383280708305,0.6264282068335225,0.392650589734176,3.1114169299107024,11.728813548145416,60,0.25,10,303.9318640232086,16.231428,-83.65861,13.841165,-77.580215,best1bin
20,10,3.635241182184685,5.519167419831781,0.3972413057466505,0.8182551174549535,9.509238781106928,5.686822010410921,6,0.0,15,126.41850996017456,6.7917385,-75.577675,23.049902,-81.06023,best1bin
21,10,18.607391220403144,21.63079021582157,0.4881331092344109,0.1999542442122696,2.518114391177102,1.11022841660977,6,0.0,15,126.71913504600523,12.317872,-76.76146,13.438825,-78.43534,best1bin
22,10,8.64965848565436,11.499806198950864,0.738159077295782,0.7245265733638754,6.068261454348782,4.631217898845275,6,0.0,15,127.86416506767272,11.779218,-80.01667,21.221699,-84.42637,best1bin
23,10,19.649320963184536,28.899861211925604,0.2835761621965402,0.6981035346898903,6.088448710428685,3.808799880785857,6,0.0,15,129.54368996620178,19.982615,-78.90413,24.49911,-78.01715,best1bin
24,10,6.85724260063332,12.409404813628129,0.4030005452236683,0.8807367557633035,16.53690535652592,5.076162895497507,6,0.0,15,146.67799282073975,15.189214,-78.11499,24.763416,-80.2833,best1bin
25,10,12.965631959271782,9.470485966935335,0.4471233219297759,0.4906681110230264,17.041465838632526,15.833946200128814,10,0.0,10,86.65533685684204,2.1334634,-82.01866,8.2633705,-76.15938,best1bin
26,10,10.32780775910618,6.313794836713264,0.3329751342501447,0.7450521558625733,18.339165534941372,14.052954699329677,10,0.0,10,105.29272603988647,21.154634,-75.10978,0.55482614,-75.90852,best1bin
27,10,11.05415865039318,5.680709717944367,0.7168123624152958,0.7777823234367324,9.997469517901646,5.03638475672699,10,0.0,10,86.62139201164246,14.08725,-77.043564,7.3708906,-82.92984,best1bin
28,10,7.020113583673494,3.638865270643741,0.4122497889907451,0.879871430634988,10.82696129573885,20.27247611625948,10,0.0,10,86.96943998336792,0.6827224,-77.36015,24.527237,-76.69576,best1bin
29,10,14.589923091106062,11.566312580455786,0.297177451598495,0.6264915968580593,10.127705407974323,11.418902441645471,10,0.0,10,142.8367419242859,10.346528,-81.136185,6.875204,-78.65678,best1bin
30,10,14.794388481294408,4.991076690217675,0.3674425228826629,0.3221500588144761,6.04169127312815,15.059254601878203,20,0.0,10,88.00060701370239,2.5152426,-78.310814,2.0812545,-75.0271,best1bin
31,10,15.019832595097858,4.207813848290542,0.4183618605240138,0.8003978365855371,7.754116759589527,26.0169411134524,20,0.25,10,85.48273706436157,4.840669,-78.78767,22.136593,-79.84481,best1bin
32,10,9.71793525055359,2.5410639413166223,0.4205180243967309,0.2534725156783118,3.426995290338686,13.092011441192495,20,0.0,10,84.92205595970154,19.159916,-80.28444,23.375542,-75.396576,best1bin
33,10,12.702661411141952,3.5166064659168725,0.3555114381206665,0.5966679629950777,6.135165680222839,13.736261950841076,20,0.0,10,2158.923933029175,18.2059,-78.250046,24.480268,-84.27433,best1bin
34,10,3.0368339241626847,4.178130757924535,0.7271096041451957,0.2036245679115803,6.233650738840415,17.891531786939986,60,0.0,10,80.90348386764526,1.2798661,-77.04022,2.3726442,-83.55859,best1bin
35,10,3.7632744695676337,6.883160515768921,0.2184555242325573,0.1193334591243091,8.367480954327208,12.3843617885297,60,0.0,10,83.62474799156189,14.217593,-76.90417,16.404089,-78.069664,best1bin
36,10,7.881352070433506,6.607550956334869,0.2611006454091823,0.0767994861632053,4.535060801853451,11.44850659677678,60,0.0,10,84.93271684646606,2.3747952,-83.74493,6.2846575,-82.33332,best1bin
37,10,7.106237450056563,1.7105534274978569,0.5333320550477726,0.2619716795957746,7.114305195553564,21.819078735485505,60,0.0,10,239.50446796417236,22.008747,-78.81345,17.722008,-83.43996,best1bin
38,10,11.164519686077927,5.505669472582504,0.4525550797175287,0.0904997338942216,3.241234812495171,12.77146793573225,60,0.0,10,83.48595595359802,6.096494,-80.72502,11.270972,-77.62163,best1bin
39,10,6.437753879681614,2.963119718921348,0.2425603349981129,0.8192093595513992,5.069329438668547,3.3491639719461457,6,2.25,15,129.33268189430237,14.151362,-80.810524,23.476952,-83.357895,best1bin
40,10,17.024743167689085,33.22101911106526,0.516020778316832,0.6548636007447871,3.3323359358148457,2.2573575233125194,6,0.0,15,127.90362811088562,15.883725,-81.58542,16.351263,-80.26505,best1bin
41,10,19.693273305950008,82.97450417950506,0.8981529625425339,0.8043216647814182,5.8392385480128395,1.5285549580683035,6,0.0,15,123.70696377754211,11.56482,-81.68549,11.340566,-78.60237,best1bin
42,10,6.155534903639495,10.32911087786529,0.4212544216807317,0.9938563697717536,10.399972226470355,3.408087181895283,6,0.0,15,127.07697176933289,0.72049,-78.11735,22.819344,-80.62831,best1bin
43,10,5.919807139294102,11.077721538593693,0.5053401086488098,0.9167993326595828,15.25577869180796,5.88606822162933,6,0.0,15,125.11396193504332,20.667027,-84.95115,7.395618,-78.94874,best1bin
44,10,16.760150443656798,14.47717215704477,0.6365712084373512,0.7376035393008888,13.307019704758654,6.5308682439412475,10,0.0,10,86.85186409950256,8.891306,-79.79668,5.1856894,-84.95306,best1bin
45,10,4.949146983409757,1.112701043868242,0.43477420821231,0.7034584893388766,18.901533430003255,16.629952922623485,10,0.0,10,88.15323877334595,7.1922073,-75.02014,1.2031561,-83.41053,best1bin
46,10,10.879798991157958,7.995897863474582,0.9099268402614497,0.781239934031886,12.521924026224612,5.438308115047095,10,0.25,10,85.46995520591736,18.524797,-79.36733,14.201475,-83.63364,best1bin
47,10,14.296827162444202,10.199758802472154,0.2638513792029241,0.7655858130947361,7.078702847241342,27.31231585543217,10,0.25,10,85.52626466751099,6.558923,-75.707016,0.28186804,-82.71951,best1bin
48,10,17.210368217493325,11.98434726218533,0.2684684373854289,0.6071696125440029,7.198545017408458,6.47473498925606,10,0.25,10,91.5907940864563,12.836467,-83.56834,21.049948,-75.61404,best1bin
49,10,15.64942802924309,1.1392389161139178,0.6722372373820177,0.6362637449615236,8.090415995812005,24.39608756885387,20,0.0,10,88.50851082801819,6.9201636,-78.58943,7.0146813,-83.88456,best1bin
50,10,19.2698028724528,3.4796093964275556,0.2923025332882509,0.8116874870014018,5.775172572799828,16.684762938392673,20,0.0,10,84.76321697235107,7.1753173,-80.203125,24.162458,-80.61178,best1bin
51,10,18.448447158890595,7.655460298201547,0.51686644710912,0.9397171083475856,8.117407431634044,15.944073951412545,20,0.0,10,97.66065979003906,22.763374,-77.3531,12.761899,-76.475655,best1bin
52,10,15.972182610479775,6.848432822322053,0.3342274421362396,0.7079755970506467,4.663271142030779,10.35813329839568,20,0.0,10,84.81897711753845,20.706686,-81.62775,15.15039,-80.486496,best1bin
53,10,16.95297837873795,3.325245582215046,0.805853883505541,0.910742090566098,10.626359258515668,17.51474408419474,20,0.0,10,84.10522031784058,19.664091,-76.22736,6.328647,-78.34498,best1bin
54,10,3.1852562791480876,2.0187430233270405,0.7943340748886691,0.1214179797111598,2.529310757069279,4.616756167000803,60,0.0,10,84.04409384727478,24.255157,-76.28578,18.959597,-79.2179,best1bin
55,10,11.294775489479555,8.092944363534755,0.5250850013013505,0.1962453943717196,6.3923082994527975,29.46116786300005,60,0.0,10,84.28006410598755,8.59335,-78.03729,14.948693,-80.761566,best1bin
56,10,8.561532759228523,13.498567417140409,0.2129351439175879,0.128978491148603,5.433362224162388,27.489803007546943,60,0.0,10,83.8162591457367,23.915283,-81.32786,20.910887,-83.454216,best1bin
57,10,12.417591912937898,11.830328813334162,0.7827826185992035,0.1225791587543144,2.1960766459047747,23.64062699271044,60,0.0,10,84.29796314239502,1.794021,-84.18581,2.1318526,-76.62979,best1bin
58,10,7.326339342675246,8.691388839945802,0.2340077000518848,0.1626519065660596,18.283079330496168,28.969851767108175,60,0.0,10,83.76167488098145,3.1293683,-82.7172,10.125732,-84.11968,best1bin
59,10,5.007620514078953,9.565436620445972,0.4511310321813433,0.8340375888004521,7.268536423259267,2.670002785658557,6,0.0,15,122.33428907394408,18.110641,-64.66401,15.945781,-59.879852,best1bin
60,10,11.01909022335481,17.314309345120897,0.7254253330425797,0.9833309731683024,14.012562815201107,6.0809150415978195,6,0.25,15,121.71681714057922,11.300093,-56.97694,12.646065,-57.680397,best1bin
61,10,16.655955452870273,22.36514356191987,0.4192937690176133,0.605108794649839,5.508809141928026,4.366992608476336,6,0.0,15,124.96967697143556,20.5157,-60.17019,10.743327,-64.91378,best1bin
62,10,10.456252654227116,12.303662750550387,0.0460841252951511,0.9861902721844168,3.0287481557102653,1.7537589958986608,6,0.0,15,127.5633180141449,5.5493913,-61.981586,3.101023,-68.208885,best1bin
63,10,5.4198921172332355,4.832716001426654,0.308233376097374,0.4748377446046674,14.8164554339926,14.251155261674828,6,0.25,15,137.01448225975037,18.925465,-69.28961,13.014997,-61.13086,best1bin
64,10,12.723346493654912,9.1996775831889,0.4457340883200509,0.6903164722037105,8.153353675872554,7.029728745947397,10,0.0,10,89.97359728813171,15.757172,-55.268833,5.167192,-64.66681,best1bin
65,10,17.495102410989514,1.642866903151358,0.4773472924164977,0.4410537443890221,3.672450076501531,2.4243711460226276,10,0.0,10,141.36491799354553,23.299967,-62.61951,14.329716,-66.28529,best1bin
66,10,14.813388503049143,11.669665065237751,0.5831667250335553,0.5553060631678739,9.466834445474374,8.234550225589834,10,0.25,10,84.66512107849121,18.638878,-59.49401,12.155505,-60.424232,best1bin
67,10,8.736615534696043,4.129815290004018,0.2030163802172587,0.6170703449000873,8.151809642099368,9.123863793560336,10,0.0,10,83.05163192749023,5.9802823,-55.002087,13.031213,-58.095295,best1bin
68,10,17.751111967753154,13.286989259088251,0.5258254222649803,0.8450372731806408,12.061267588280751,5.504301146315653,10,0.0,10,83.09130001068115,1.1621773,-69.59618,11.082385,-60.099003,best1bin
69,10,19.75130051176586,10.882858937150978,0.4659024973856602,0.7719832737038534,4.693437718373831,22.502981159170105,20,0.25,10,81.96007513999939,5.7223845,-56.242535,13.23124,-66.0819,best1bin
70,10,16.208068389314764,5.720742903010361,0.2332100551115075,0.862954720419981,3.554468629021076,9.04921863395669,20,0.0,10,82.5044538974762,10.413731,-70.133125,8.001842,-68.37873,best1bin
71,10,17.760329760307332,10.035535222974517,0.1197306473784922,0.7791432814407616,2.4623926591935668,13.807058664383906,20,0.0,10,110.44627594947816,17.961487,-62.341656,11.964533,-63.16367,best1bin
72,10,16.856240815025956,6.221170340783189,0.4267359838401688,0.1950549661352282,1.9680946478626655,27.00149491106849,60,0.0,10,82.37931418418884,24.425463,-70.33599,6.694993,-56.838577,best1bin
73,10,1.351357197089193,6.447367285362702,0.1043258926442088,0.1228268448521355,7.526723613157766,20.929365838165005,60,0.25,10,82.85373401641846,11.853343,-66.81951,5.3101974,-74.159065,best1bin
74,10,2.4620507532086746,3.32013114093688,0.3849876071926479,0.2162020516555076,8.573947918278101,26.744425824602,60,0.0,10,82.10745167732239,24.909084,-58.218174,1.705554,-61.451496,best1bin
75,10,2.77365935419943,7.1024593803585745,0.6650625861659389,0.1923936326178721,7.95584276114754,29.705006195091528,60,0.0,10,81.97660803794861,3.726892,-74.093506,12.062315,-74.882164,best1bin
76,10,15.501336388800723,20.00298670746308,0.2051139881832613,0.9488921552203656,3.539631872461835,3.776856298665029,6,0.0,15,124.25318884849548,1.6542393,-68.20284,9.232921,-72.18051,best1bin
77,10,10.840018087995592,22.75362324353193,0.5615171123954104,0.9634170577075364,7.268816387830368,2.6589792824657827,6,0.0,15,122.05804204940796,16.80941,-62.443485,17.059391,-65.601326,best1bin
78,10,14.187234580319076,31.2505305299445,0.5146262539539548,0.7752529722781135,1.7226188710161807,1.556122594768533,6,0.0,15,122.00816893577576,9.06616,-74.21283,5.090769,-55.79848,best1bin
79,10,3.725916022416439,13.302568214862228,0.6929774973499576,0.966421067354377,17.694587532684267,4.902112058007829,6,0.0,15,139.9983949661255,3.3086884,-67.276276,8.8249445,-64.11827,best1bin
80,10,4.583402075870497,1.1800236272823028,0.9414855475113756,0.7130331616384049,13.681449273383244,5.569633112490166,10,0.0,10,84.1153359413147,0.7319596,-55.78381,4.2699976,-57.351704,best1bin
81,10,6.720391939361148,2.3113020054556515,0.2759760268429323,0.5739148426326405,10.733481085811205,9.697753192752684,10,0.0,10,84.57530498504639,15.266779,-73.209274,18.08231,-59.655388,best1bin
82,10,6.962684228626337,4.621433781579391,0.8150703874822988,0.968381619775568,18.19544864533439,6.530150487909188,10,0.0,10,84.44668388366699,10.252703,-72.43811,21.899944,-64.60326,best1bin
83,10,16.376817437974697,13.670429908166495,0.8025917835913499,0.9363543113931968,5.994155322679536,3.729604826847974,10,0.0,10,85.72557377815247,1.8334779,-69.791435,14.944192,-58.704407,best1bin
84,10,10.075952879808856,6.958437138966858,0.5485812771936683,0.6553797600172235,19.282210577673354,16.2464891104685,10,0.0,10,85.12194991111755,7.074781,-59.353004,6.627209,-69.497055,best1bin
85,10,17.323487529028668,1.8838591643234253,0.4176168498624005,0.1716589579591272,4.438868738045588,8.320652198055875,20,0.0,10,101.52509117126463,13.328138,-61.101673,8.312302,-61.05901,best1bin
86,10,5.739039756635766,1.961377661541789,0.6795917977068526,0.9633885407716964,7.258968889543088,6.211969844473138,20,0.25,10,82.97118711471558,6.1674514,-67.8082,3.4977708,-74.130035,best1bin
87,10,19.45272713046415,3.2316834135297867,0.8779481712173525,0.9537726405220815,15.333132462681354,20.77800394196762,20,0.0,10,83.68278408050537,12.901921,-66.06682,21.48549,-71.77601,best1bin
88,10,15.83481373779961,6.241107239773299,0.4105695575575858,0.6979554060730169,1.2182406242423325,15.171871402355205,20,0.0,10,81.35091304779053,15.0224495,-63.066395,10.6072035,-70.70896,best1bin
89,10,12.49278028854692,4.355553734937814,0.595836367896998,0.9121195159093844,2.2333349226215,10.109531613291542,20,0.0,10,82.24363207817078,16.739983,-71.199615,6.414424,-57.57498,best1bin
90,10,3.614087651020115,8.366356975622274,0.9790463646644912,0.1465063412994307,2.172321731863132,24.510737520499788,60,0.0,10,85.36521005630493,15.429547,-65.565315,9.939559,-61.04033,best1bin
91,10,9.878909006002088,3.2259879787497,0.976159973672564,0.0600119249909171,4.688776251430725,20.51779208409523,60,0.0,10,82.32599186897278,11.799331,-60.702484,23.752419,-66.23368,best1bin
92,10,4.799310937524351,4.449689159544413,0.401867858295211,0.056542826370347,8.594286576731774,16.597391662077463,60,0.0,10,84.7426540851593,13.328448,-73.32411,16.576063,-73.08513,best1bin
93,10,7.28994809594866,8.913172122563573,0.5687479674223381,0.1766683233222155,5.4188162905045685,23.917832214956093,60,0.0,10,82.32783079147339,21.617294,-74.130974,8.233069,-66.795906,best1bin
94,10,8.514824718970978,11.660995041715402,0.1582914032765512,0.0642651671031279,7.095411149252919,19.214279122512178,60,0.0,10,81.7457160949707,6.3174295,-70.50728,9.866955,-62.34527,best1bin
